,first_login_dt,week_year,user_id,habito,habito_dt,activacion,activacion_dt,setup,setup_dt,return,return_dt,min_dt,activacion_dias,setup_dias,return_dias,habito_dias
1327,2022-01-18,3,MLB10590340620,0,,1,2022-01-19,0,,1,2022-01-19,2022-01-18,1,,1,
8676,2022-01-25,4,MLB10590362210,0,,0,,0,,1,2022-01-26,2022-01-25,,,1,
2821,2022-01-18,3,MLB10590408970,1,2022-01-20,1,2022-01-18,1,2022-01-18,1,2022-01-19,2022-01-18,0,0,1,2
2698,2022-01-18,3,MLB10590414570,0,,0,,0,,1,2022-01-21,2022-01-18,,,3,
7567,2022-01-18,3,MLB10590429150,1,2022-01-25,1,2022-01-18,1,2022-01-18,1,2022-01-19,2022-01-18,0,0,1,7
4210,2022-01-18,3,MLB10590449570,0,,1,2022-01-18,1,2022-01-18,1,2022-01-20,2022-01-18,0,0,2,
7222,2022-01-20,3,MLB10590458100,0,,0,,1,2022-01-27,1,2022-01-21,2022-01-20,,7,1,
2064,2022-01-20,3,MLB10590500260,1,2022-01-30,1,2022-01-21,0,,1,2022-01-21,2022-01-20,1,,1,10
7172,2022-01-18,3,MLB10590514460,0,,0,,0,,1,2022-02-01,2022-01-18,,,14,
5801,2022-01-18,3,MLB10590597370,0,,0,,1,2022-01-18,1,2022-01-19,2022-01-18,,0,1,
4581,2022-01-18,3,MLB10590657770,0,,1,2022-01-18,0,,0,,2022-01-18,0,,,
6607,2022-01-18,3,MLB10590851350,0,,1,2022-01-18,1,2022-01-18,1,2022-01-19,2022-01-18,0,0,1,
8410,2022-01-18,3,MLB10590903660,0,,0,,0,,1,2022-01-19,2022-01-18,,,1,
4582,2022-01-18,3,MLB10590969460,0,,0,,0,,1,2022-01-19,2022-01-18,,,1,
8965,2022-01-18,3,MLB10591002000,0,,0,,0,,0,,2022-01-18,,,,
2822,2022-01-18,3,MLB10591032040,1,2022-02-03,1,2022-01-28,1,2022-01-20,1,2022-01-19,2022-01-18,10,2,1,16
5219,2022-01-18,3,MLB10591045070,0,,0,,1,2022-01-21,1,2022-01-19,2022-01-18,,3,1,
8409,2022-01-18,3,MLB10591088090,0,,0,,0,,0,,2022-01-18,,,,
6471,2022-01-18,3,MLB10591174770,0,,0,,1,2022-01-18,1,2022-01-21,2022-01-18,,0,3,
6210,2022-01-18,3,MLB10591186740,1,2022-01-20,1,2022-01-18,1,2022-01-18,1,2022-01-19,2022-01-18,0,0,1,2
2951,2022-01-18,3,MLB10591223030,0,,1,2022-02-09,1,2022-02-09,1,2022-01-20,2022-01-18,22,22,2,
8311,2022-01-21,3,MLB10591517060,0,,0,,0,,0,,2022-01-21,,,,
6212,2022-01-18,3,MLB10591807100,0,,1,2022-01-19,0,,1,2022-01-19,2022-01-18,1,,1,
917,2022-01-18,3,MLB10591824150,0,,0,,0,,1,2022-01-27,2022-01-18,,,9,
1064,2022-01-18,3,MLB10591904910,0,,0,,0,,1,2022-01-21,2022-01-18,,,3,
3658,2022-01-19,3,MLB10591935990,1,2022-01-20,1,2022-01-19,1,2022-01-19,1,2022-01-20,2022-01-19,0,0,1,1
8824,2022-01-18,3,MLB10592018370,0,,1,2022-01-31,1,2022-01-31,1,2022-01-19,2022-01-18,13,13,1,
9504,2022-01-18,3,MLB10592033580,1,2022-01-22,1,2022-01-19,1,2022-02-02,1,2022-01-19,2022-01-18,1,15,1,4
5935,2022-01-18,3,MLB10592065650,0,,1,2022-01-28,1,2022-01-19,1,2022-01-19,2022-01-18,10,1,1,
9636,2022-01-18,3,MLB10592346490,1,2022-01-18,1,2022-01-18,1,2022-01-18,0,,2022-01-18,0,0,,0
7979,2022-01-18,3,MLB10592654110,0,,1,2022-01-18,0,,1,2022-01-19,2022-01-18,0,,1,
9353,2022-01-22,3,MLB10592680140,0,,1,2022-02-08,0,,1,2022-01-23,2022-01-22,17,,1,
2699,2022-01-18,3,MLB10592694110,0,,1,2022-01-18,1,2022-01-21,1,2022-01-21,2022-01-18,0,3,3,
6785,2022-01-20,3,MLB10592777710,0,,0,,0,,0,,2022-01-20,,,,
2829,2022-01-19,3,MLB10592811260,0,,1,2022-01-30,1,2022-01-21,1,2022-01-20,2022-01-19,11,2,1,
9257,2022-01-18,3,MLB10592949020,0,,0,,1,2022-02-15,1,2022-01-19,2022-01-18,,28,1,
1325,2022-01-18,3,MLB10592952940,0,,0,,0,,0,,2022-01-18,,,,
5676,2022-01-20,3,MLB10593010970,0,,1,2022-02-11,1,2022-01-24,1,2022-01-24,2022-01-20,22,4,4,
6644,2022-01-21,3,MLB10593029600,0,,1,2022-01-21,1,2022-01-21,1,2022-01-26,2022-01-21,0,0,5,
8421,2022-01-19,3,MLB10593101110,0,,0,,0,,1,2022-01-20,2022-01-19,,,1,
6056,2022-01-18,3,MLB10593106220,0,,0,,0,,1,2022-01-19,2022-01-18,,,1,
627,2022-01-18,3,MLB10593166890,0,,0,,1,2022-01-18,0,,2022-01-18,,0,,
4478,2022-01-20,3,MLB10593229500,1,2022-02-18,1,2022-01-27,0,,1,2022-01-26,2022-01-20,7,,6,29
5066,2022-01-18,3,MLB10593335040,0,,0,,1,2022-02-03,1,2022-02-03,2022-01-18,,16,16,
4815,2022-01-19,3,MLB10593356150,0,,1,2022-01-19,0,,1,2022-02-15,2022-01-19,0,,27,
2497,2022-01-30,4,MLB10593380330,0,,1,2022-02-07,1,2022-02-06,1,2022-02-05,2022-01-30,8,7,6,
8258,2022-01-25,4,MLB10593410060,0,,1,2022-01-27,1,2022-01-25,1,2022-01-27,2022-01-25,2,0,2,
8556,2022-01-19,3,MLB10593558470,0,,0,,0,,0,,2022-01-19,,,,
918,2022-01-18,3,MLB10593588300,0,,0,,1,2022-01-18,1,2022-01-21,2022-01-18,,0,3,
5371,2022-01-18,3,MLB10593739850,0,,0,,1,2022-01-18,1,2022-01-19,2022-01-18,,0,1,
8279,2022-01-18,3,MLB10594096870,0,,1,2022-02-03,1,2022-01-20,1,2022-01-19,2022-01-18,16,2,1,
8964,2022-01-18,3,MLB10594118320,0,,0,,0,,1,2022-01-19,2022-01-18,,,1,
7049,2022-01-18,3,MLB10594128340,0,,0,,0,,1,2022-01-19,2022-01-18,,,1,
915,2022-01-18,3,MLB10594263420,1,2022-02-12,1,2022-02-05,1,2022-01-19,1,2022-01-19,2022-01-18,18,1,1,25
9004,2022-01-27,4,MLB10594392620,0,,1,2022-02-02,0,,1,2022-02-09,2022-01-27,6,,13,
3496,2022-01-18,3,MLB10594402490,0,,1,2022-01-20,0,,1,2022-01-19,2022-01-18,2,,1,
9917,2022-01-18,3,MLB10594489910,0,,0,,1,2022-01-18,1,2022-01-19,2022-01-18,,0,1,
5984,2022-01-30,4,MLB10594507100,0,,0,,1,2022-01-31,1,2022-01-31,2022-01-30,,1,1,
6218,2022-01-19,3,MLB10594645880,0,,0,,0,,1,2022-02-04,2022-01-19,,,16,
2179,2022-01-18,3,MLB10594837400,0,,0,,0,,1,2022-01-19,2022-01-18,,,1,
1622,2022-01-19,3,MLB10594861480,1,2022-01-31,1,2022-01-19,1,2022-01-19,1,2022-01-20,2022-01-19,0,0,1,12
7029,2022-01-22,3,MLB10595083370,1,2022-01-28,1,2022-01-23,0,,1,2022-01-23,2022-01-22,1,,1,6
4732,2022-01-20,3,MLB10595495900,0,,0,,0,,1,2022-01-23,2022-01-20,,,3,
639,2022-01-19,3,MLB10595573270,0,,1,2022-01-25,1,2022-01-24,1,2022-01-24,2022-01-19,6,5,5,
6916,2022-01-19,3,MLB10595581110,0,,0,,1,2022-01-19,1,2022-01-21,2022-01-19,,0,2,
783,2022-01-19,3,MLB10595581810,0,,0,,0,,1,2022-01-30,2022-01-19,,,11,
9260,2022-01-19,3,MLB10595612170,0,,0,,0,,0,,2022-01-19,,,,
1914,2022-01-26,4,MLB10595629390,0,,0,,0,,1,2022-01-30,2022-01-26,,,4,
2650,2022-01-23,3,MLB10595716480,0,,1,2022-01-23,1,2022-01-23,1,2022-01-24,2022-01-23,0,0,1,
3501,2022-01-19,3,MLB10595780040,0,,1,2022-01-19,0,,1,2022-01-22,2022-01-19,0,,3,
9076,2022-01-22,3,MLB10595835390,0,,0,,0,,1,2022-02-16,2022-01-22,,,25,
3799,2022-01-19,3,MLB10595848950,1,2022-01-19,1,2022-01-19,1,2022-01-19,1,2022-01-20,2022-01-19,0,0,1,0
5505,2022-01-19,3,MLB10595871210,0,,0,,1,2022-01-19,1,2022-01-20,2022-01-19,,0,1,
634,2022-01-19,3,MLB10595880640,1,2022-01-19,1,2022-01-19,1,2022-01-23,1,2022-01-21,2022-01-19,0,4,2,0
4337,2022-01-19,3,MLB10595894290,0,,0,,1,2022-01-19,0,,2022-01-19,,0,,
3944,2022-01-19,3,MLB10595901340,0,,0,,1,2022-01-19,1,2022-02-03,2022-01-19,,0,15,
8012,2022-01-20,3,MLB10595926250,0,,1,2022-02-09,1,2022-02-03,1,2022-01-21,2022-01-20,20,14,1,
4335,2022-01-19,3,MLB10595990690,1,2022-01-30,1,2022-01-19,1,2022-01-21,1,2022-01-21,2022-01-19,0,2,2,11
8422,2022-01-19,3,MLB10596046200,0,,1,2022-01-27,1,2022-01-19,1,2022-01-20,2022-01-19,8,0,1,
2828,2022-01-19,3,MLB10596051760,0,,1,2022-01-19,1,2022-01-19,1,2022-01-23,2022-01-19,0,0,4,
6853,2022-01-28,4,MLB10596055950,0,,1,2022-02-09,1,2022-02-03,1,2022-02-03,2022-01-28,12,6,6,
3661,2022-01-19,3,MLB10596091540,0,,0,,1,2022-01-19,0,,2022-01-19,,0,,
8835,2022-01-19,3,MLB10596103610,0,,0,,1,2022-01-19,0,,2022-01-19,,0,,
5071,2022-01-19,3,MLB10596162900,0,,1,2022-01-19,1,2022-01-19,1,2022-01-20,2022-01-19,0,0,1,
1623,2022-01-19,3,MLB10596195360,0,,0,,1,2022-01-19,1,2022-01-20,2022-01-19,,0,1,
1626,2022-01-19,3,MLB10596233660,0,,0,,0,,0,,2022-01-19,,,,
3298,2022-01-27,4,MLB10596261770,0,,0,,0,,0,,2022-01-27,,,,
6474,2022-01-19,3,MLB10596273490,0,,0,,0,,0,,2022-01-19,,,,
6190,2022-01-12,2,MLB105963200,0,,1,2022-01-14,0,,1,2022-01-13,2022-01-12,2,,1,
7988,2022-01-19,3,MLB10596338320,0,,1,2022-01-20,1,2022-01-20,1,2022-01-20,2022-01-19,1,1,1,
7054,2022-01-19,3,MLB10596352820,0,,0,,0,,1,2022-01-20,2022-01-19,,,1,
2702,2022-01-19,3,MLB10596363640,1,2022-01-22,1,2022-01-19,1,2022-02-17,1,2022-01-20,2022-01-19,0,29,1,3
3378,2022-01-19,3,MLB10596388090,0,,1,2022-01-29,1,2022-01-21,1,2022-01-20,2022-01-19,10,2,1,
4711,2022-01-19,3,MLB10596482150,0,,0,,1,2022-01-19,1,2022-02-02,2022-01-19,,0,14,
3498,2022-01-19,3,MLB10596492420,1,2022-01-26,1,2022-01-26,1,2022-01-26,1,2022-01-20,2022-01-19,7,7,1,7
1331,2022-01-19,3,MLB10596502300,1,2022-02-07,1,2022-01-19,1,2022-01-19,1,2022-01-20,2022-01-19,0,0,1,19
8834,2022-01-19,3,MLB10596611290,0,,0,,0,,0,,2022-01-19,,,,
3407,2022-01-20,3,MLB10596666550,1,2022-01-28,1,2022-01-20,0,,1,2022-01-21,2022-01-20,0,,1,8
7437,2022-01-19,3,MLB10596671550,0,,1,2022-01-19,0,,1,2022-01-20,2022-01-19,0,,1,
2481,2022-01-21,3,MLB10596719110,0,,0,,1,2022-01-21,1,2022-01-23,2022-01-21,,0,2,
1146,2022-01-24,4,MLB10596807160,1,2022-01-25,1,2022-01-24,1,2022-01-24,1,2022-01-25,2022-01-24,0,0,1,1
9923,2022-01-19,3,MLB10596830010,0,,1,2022-01-19,0,,1,2022-01-23,2022-01-19,0,,4,
2448,2022-01-19,3,MLB10596860990,0,,1,2022-01-19,1,2022-01-19,0,,2022-01-19,0,0,,
68,2022-01-19,3,MLB10596885060,1,2022-02-13,1,2022-01-19,1,2022-01-19,1,2022-01-20,2022-01-19,0,0,1,25
8696,2022-01-19,3,MLB10596912220,0,,0,,0,,1,2022-01-20,2022-01-19,,,1,
2183,2022-01-19,3,MLB10596936920,0,,0,,0,,0,,2022-01-19,,,,
71,2022-01-19,3,MLB10597018090,0,,0,,0,,0,,2022-01-19,,,,
6035,2022-01-22,3,MLB10597036990,0,,1,2022-02-19,1,2022-01-22,1,2022-01-23,2022-01-22,28,0,1,
3942,2022-01-19,3,MLB10597129440,0,,0,,0,,1,2022-01-20,2022-01-19,,,1,
635,2022-01-19,3,MLB10597144360,1,2022-01-25,1,2022-01-19,1,2022-01-25,1,2022-01-20,2022-01-19,0,6,1,6
3663,2022-01-19,3,MLB10597326380,0,,0,,0,,1,2022-01-20,2022-01-19,,,1,
5509,2022-01-29,4,MLB10597366660,0,,0,,0,,1,2022-02-02,2022-01-29,,,4,
3105,2022-01-19,3,MLB10597389950,0,,1,2022-01-25,1,2022-01-19,1,2022-01-20,2022-01-19,6,0,1,
6217,2022-01-19,3,MLB10597401310,1,2022-01-20,1,2022-01-19,1,2022-01-23,1,2022-01-20,2022-01-19,0,4,1,1
6610,2022-01-19,3,MLB10597423630,0,,1,2022-01-24,1,2022-01-24,1,2022-01-24,2022-01-19,5,5,5,
950,2022-01-21,3,MLB10597669130,1,2022-01-28,1,2022-01-21,1,2022-01-21,1,2022-01-22,2022-01-21,0,0,1,7
7576,2022-01-19,3,MLB10597676260,0,,1,2022-01-24,1,2022-01-28,1,2022-01-20,2022-01-19,5,9,1,
2825,2022-01-19,3,MLB10597677190,0,,0,,0,,0,,2022-01-19,,,,
791,2022-01-29,4,MLB10597697740,0,,1,2022-01-29,1,2022-01-29,1,2022-02-01,2022-01-29,0,0,3,
1333,2022-01-19,3,MLB10597852770,0,,0,,1,2022-01-19,1,2022-01-29,2022-01-19,,0,10,
2956,2022-01-19,3,MLB10597900610,0,,0,,0,,0,,2022-01-19,,,,
6383,2022-01-21,3,MLB10597913960,0,,0,,0,,0,,2022-01-21,,,,
2450,2022-01-19,3,MLB10598011850,0,,1,2022-01-30,1,2022-01-22,1,2022-01-22,2022-01-19,11,3,3,
814,2022-01-20,3,MLB10598072850,0,,0,,0,,1,2022-01-21,2022-01-20,,,1,
7699,2022-01-19,3,MLB10598084870,0,,1,2022-01-23,1,2022-01-23,1,2022-01-22,2022-01-19,4,4,3,
3243,2022-01-19,3,MLB10598212670,0,,0,,1,2022-01-19,0,,2022-01-19,,0,,
9645,2022-01-19,3,MLB10598227460,0,,1,2022-02-09,1,2022-01-21,1,2022-01-20,2022-01-19,21,2,1,
5803,2022-01-19,3,MLB10598239540,1,2022-02-01,1,2022-01-19,1,2022-01-19,1,2022-01-24,2022-01-19,0,0,5,13
1679,2022-01-30,4,MLB10598399340,0,,0,,0,,0,,2022-01-30,,,,
72,2022-01-19,3,MLB10598509020,0,,1,2022-01-19,1,2022-01-19,1,2022-01-21,2022-01-19,0,0,2,
4070,2022-01-19,3,MLB10598524480,1,2022-02-04,1,2022-01-19,1,2022-01-19,1,2022-01-21,2022-01-19,0,0,2,16
11329,2022-01-19,3,MLB10598640960,1,2022-01-25,1,2022-01-20,1,2022-01-19,1,2022-01-20,2022-01-19,1,0,1,6
4213,2022-01-19,3,MLB10598667180,1,2022-02-05,1,2022-01-21,1,2022-02-06,1,2022-01-21,2022-01-19,2,18,2,17
7316,2022-01-19,3,MLB10598704890,0,,1,2022-01-25,1,2022-01-20,1,2022-01-20,2022-01-19,6,1,1,
1789,2022-01-20,3,MLB10598713030,0,,1,2022-01-23,0,,1,2022-01-22,2022-01-20,3,,2,
901,2022-01-25,4,MLB10598714480,0,,0,,0,,1,2022-02-07,2022-01-25,,,13,
9509,2022-01-19,3,MLB10598773070,0,,0,,1,2022-01-21,1,2022-01-20,2022-01-19,,2,1,
4212,2022-01-19,3,MLB10598860270,1,2022-01-22,1,2022-01-21,1,2022-01-19,1,2022-01-20,2022-01-19,2,0,1,3
6754,2022-01-19,3,MLB10598897930,0,,1,2022-01-24,1,2022-01-21,1,2022-01-20,2022-01-19,5,2,1,
519,2022-01-20,3,MLB10599096190,0,,0,,1,2022-01-20,1,2022-01-21,2022-01-20,,0,1,
1922,2022-01-21,3,MLB10599215470,0,,0,,0,,0,,2022-01-21,,,,
5652,2022-01-19,3,MLB10599215550,0,,1,2022-01-20,0,,1,2022-01-20,2022-01-19,1,,1,
6255,2022-01-21,3,MLB10599237940,0,,1,2022-01-25,0,,1,2022-01-24,2022-01-21,4,,3,
637,2022-01-19,3,MLB10599326960,0,,0,,0,,1,2022-01-20,2022-01-19,,,1,
6947,2022-01-20,3,MLB10599359890,0,,0,,0,,0,,2022-01-20,,,,
9140,2022-01-31,5,MLB10599410060,0,,1,2022-01-31,1,2022-01-31,1,2022-02-01,2022-01-31,0,0,1,
9644,2022-01-19,3,MLB10599565520,0,,0,,1,2022-01-19,0,,2022-01-19,,0,,
5653,2022-01-19,3,MLB10599599030,0,,0,,0,,1,2022-01-29,2022-01-19,,,10,
11487,2022-01-19,3,MLB10599605220,0,,1,2022-01-20,1,2022-01-19,1,2022-01-20,2022-01-19,1,0,1,
4246,2022-01-21,3,MLB10599631120,0,,1,2022-01-21,1,2022-01-21,1,2022-01-23,2022-01-21,0,0,2,
6918,2022-01-19,3,MLB10599680100,0,,1,2022-01-21,1,2022-01-21,1,2022-01-20,2022-01-19,2,2,1,
3133,2022-01-20,3,MLB10599897110,1,2022-01-27,1,2022-01-20,1,2022-01-20,1,2022-01-21,2022-01-20,0,0,1,7
9508,2022-01-19,3,MLB10599984630,0,,0,,0,,0,,2022-01-19,,,,
8013,2022-01-20,3,MLB10600039960,1,2022-01-29,1,2022-01-20,1,2022-02-02,1,2022-01-21,2022-01-20,0,13,1,9
8999,2022-01-21,3,MLB10600132290,1,2022-02-09,1,2022-01-27,1,2022-01-27,1,2022-01-23,2022-01-21,6,6,2,19
1788,2022-01-20,3,MLB10600326410,0,,0,,0,,1,2022-01-29,2022-01-20,,,9,
6256,2022-01-21,3,MLB10600435470,0,,1,2022-01-21,1,2022-01-21,0,,2022-01-21,0,0,,
1067,2022-01-19,3,MLB10600653470,0,,1,2022-01-22,1,2022-01-21,1,2022-01-21,2022-01-19,3,2,2,
2146,2022-01-22,3,MLB10600679400,0,,0,,1,2022-01-22,0,,2022-01-22,,0,,
9957,2022-01-20,3,MLB10600847780,0,,0,,0,,0,,2022-01-20,,,,
8163,2022-01-20,3,MLB10601262930,0,,0,,1,2022-01-21,1,2022-01-21,2022-01-20,,1,1,
9674,2022-01-20,3,MLB10601295880,0,,0,,1,2022-01-21,1,2022-01-21,2022-01-20,,1,1,
1361,2022-01-26,4,MLB10601317960,0,,1,2022-01-28,0,,1,2022-01-28,2022-01-26,2,,2,
6246,2022-01-20,3,MLB10601381930,1,2022-02-07,1,2022-01-22,1,2022-01-20,1,2022-01-29,2022-01-20,2,0,9,18
9285,2022-01-20,3,MLB10601407740,0,,0,,0,,0,,2022-01-20,,,,
4092,2022-01-20,3,MLB10601422120,0,,0,,1,2022-02-03,1,2022-01-22,2022-01-20,,14,2,
1652,2022-01-20,3,MLB10601487630,0,,0,,0,,1,2022-01-21,2022-01-20,,,1,
9284,2022-01-20,3,MLB10601531040,0,,0,,1,2022-01-20,1,2022-01-22,2022-01-20,,0,2,
9145,2022-01-20,3,MLB10601540900,0,,0,,0,,1,2022-01-21,2022-01-20,,,1,
2601,2022-01-20,3,MLB10601558060,0,,0,,1,2022-01-20,0,,2022-01-20,,0,,
3275,2022-01-20,3,MLB10601572200,0,,1,2022-01-20,1,2022-01-20,0,,2022-01-20,0,0,,
9821,2022-01-20,3,MLB10601639320,0,,1,2022-02-05,0,,1,2022-01-23,2022-01-20,16,,3,
8862,2022-01-20,3,MLB10601684070,0,,0,,0,,1,2022-02-11,2022-01-20,,,22,
6635,2022-01-20,3,MLB10601698550,0,,0,,1,2022-01-20,0,,2022-01-20,,0,,
2063,2022-01-20,3,MLB10601757910,0,,0,,1,2022-01-20,0,,2022-01-20,,0,,
4731,2022-01-20,3,MLB10601774330,1,2022-01-22,1,2022-01-20,1,2022-01-21,1,2022-01-21,2022-01-20,0,1,1,2
3695,2022-01-20,3,MLB10601817660,0,,0,,0,,0,,2022-01-20,,,,
8596,2022-01-27,4,MLB10601823120,0,,0,,0,,1,2022-01-31,2022-01-27,,,4,
9536,2022-01-20,3,MLB10601835380,1,2022-02-04,1,2022-01-20,1,2022-01-20,1,2022-01-21,2022-01-20,0,0,1,15
9535,2022-01-20,3,MLB10601883290,0,,0,,0,,0,,2022-01-20,,,,
4093,2022-01-20,3,MLB10601913890,0,,1,2022-01-21,1,2022-01-21,1,2022-01-21,2022-01-20,1,1,1,
6945,2022-01-20,3,MLB10601939780,0,,0,,0,,0,,2022-01-20,,,,
8448,2022-01-20,3,MLB10601972980,0,,1,2022-01-20,1,2022-02-01,1,2022-01-24,2022-01-20,0,12,4,
3696,2022-01-20,3,MLB10602068460,1,2022-02-19,1,2022-01-27,1,2022-01-20,1,2022-01-27,2022-01-20,7,0,7,30
2487,2022-01-27,4,MLB10602082490,1,2022-02-23,1,2022-02-20,0,,1,2022-02-20,2022-01-27,24,,24,27
4303,2022-01-22,3,MLB10602123030,0,,1,2022-02-03,1,2022-01-22,1,2022-01-23,2022-01-22,12,0,1,
6243,2022-01-26,4,MLB10602204990,0,,0,,0,,1,2022-01-27,2022-01-26,,,1,
3132,2022-01-20,3,MLB10602296700,1,2022-01-25,1,2022-01-20,1,2022-01-20,1,2022-01-21,2022-01-20,0,0,1,5
9283,2022-01-20,3,MLB10602319750,0,,0,,0,,0,,2022-01-20,,,,
4238,2022-01-20,3,MLB10602349460,0,,1,2022-01-20,1,2022-01-24,1,2022-01-21,2022-01-20,0,4,1,
7221,2022-01-20,3,MLB10602350280,0,,0,,0,,1,2022-02-16,2022-01-20,,,27,
9956,2022-01-20,3,MLB10602384040,0,,0,,0,,1,2022-01-21,2022-01-20,,,1,
7220,2022-01-20,3,MLB10602480040,0,,0,,0,,0,,2022-01-20,,,,
7337,2022-01-20,3,MLB10602548590,0,,0,,1,2022-01-21,1,2022-01-21,2022-01-20,,1,1,
3277,2022-01-20,3,MLB10602640060,0,,1,2022-01-24,1,2022-01-24,1,2022-01-24,2022-01-20,4,4,4,
812,2022-01-20,3,MLB10602723710,0,,0,,1,2022-01-20,0,,2022-01-20,,0,,
6638,2022-01-20,3,MLB10602724040,0,,1,2022-01-26,1,2022-01-20,1,2022-01-21,2022-01-20,6,0,1,
8654,2022-01-28,4,MLB10602730400,0,,0,,1,2022-01-28,1,2022-01-29,2022-01-28,,0,1,
8864,2022-01-20,3,MLB10602730580,1,2022-01-21,1,2022-01-20,1,2022-02-13,1,2022-01-21,2022-01-20,0,24,1,1
3835,2022-01-21,3,MLB10602785910,0,,0,,1,2022-01-21,0,,2022-01-21,,0,,
3694,2022-01-20,3,MLB10602933570,0,,0,,0,,0,,2022-01-20,,,,
394,2022-01-21,3,MLB10602976050,1,2022-01-28,1,2022-01-24,1,2022-01-23,1,2022-01-22,2022-01-21,3,2,1,7
3131,2022-01-20,3,MLB10603028130,0,,0,,1,2022-02-08,1,2022-01-21,2022-01-20,,19,1,
6955,2022-01-21,3,MLB10603110900,0,,1,2022-01-22,1,2022-01-21,1,2022-01-22,2022-01-21,1,0,1,
6636,2022-01-20,3,MLB10603355760,0,,0,,0,,0,,2022-01-20,,,,
6500,2022-01-20,3,MLB10603431370,0,,0,,0,,0,,2022-01-20,,,,
3278,2022-01-20,3,MLB10603488950,0,,1,2022-01-30,1,2022-01-20,1,2022-01-25,2022-01-20,10,0,5,
7338,2022-01-20,3,MLB10603496670,1,2022-01-21,1,2022-01-20,0,,1,2022-01-21,2022-01-20,0,,1,1
2476,2022-01-20,3,MLB10603505900,1,2022-02-09,1,2022-01-22,1,2022-01-21,1,2022-01-21,2022-01-20,2,1,1,20
2984,2022-01-20,3,MLB10603561800,0,,1,2022-01-27,0,,1,2022-01-27,2022-01-20,7,,7,
9675,2022-01-20,3,MLB10603645640,0,,1,2022-01-20,0,,0,,2022-01-20,0,,,
8164,2022-01-20,3,MLB10603665220,1,2022-01-26,1,2022-01-20,1,2022-01-20,1,2022-01-21,2022-01-20,0,0,1,6
1918,2022-01-20,3,MLB10603693410,0,,0,,0,,1,2022-01-21,2022-01-20,,,1,
8009,2022-01-20,3,MLB10603735020,0,,0,,1,2022-01-23,1,2022-01-23,2022-01-20,,3,3,
5831,2022-01-20,3,MLB10603797320,0,,0,,0,,1,2022-01-21,2022-01-20,,,1,
5673,2022-01-26,4,MLB10603982030,0,,0,,0,,1,2022-02-02,2022-01-26,,,7,
6380,2022-01-20,3,MLB10604002480,0,,0,,0,,0,,2022-01-20,,,,
518,2022-01-20,3,MLB10604009720,0,,1,2022-01-30,0,,1,2022-01-21,2022-01-20,10,,1,
6633,2022-01-20,3,MLB10604050520,0,,0,,0,,1,2022-01-21,2022-01-20,,,1,
1218,2022-01-20,3,MLB10604145930,0,,1,2022-01-21,1,2022-01-21,1,2022-01-21,2022-01-20,1,1,1,
8866,2022-01-20,3,MLB10604214250,0,,1,2022-01-23,1,2022-01-22,1,2022-01-21,2022-01-20,3,2,1,
5691,2022-01-27,4,MLB10604264380,0,,0,,1,2022-02-11,1,2022-01-29,2022-01-27,,15,2,
4791,2022-01-22,3,MLB10604294270,0,,0,,0,,1,2022-01-24,2022-01-22,,,2,
6155,2022-01-23,3,MLB10604323160,1,2022-02-21,1,2022-01-25,1,2022-01-23,1,2022-01-24,2022-01-23,2,0,1,29
4239,2022-01-20,3,MLB10604335960,0,,1,2022-02-17,0,,1,2022-01-27,2022-01-20,28,,7,
11362,2022-01-20,3,MLB10604425230,0,,0,,0,,1,2022-01-21,2022-01-20,,,1,
813,2022-01-20,3,MLB10604535670,0,,1,2022-01-27,1,2022-01-27,1,2022-01-24,2022-01-20,7,7,4,
7286,2022-01-22,3,MLB10604564710,1,2022-02-11,1,2022-01-22,1,2022-01-22,1,2022-01-23,2022-01-22,0,0,1,20
8010,2022-01-20,3,MLB10604649770,1,2022-01-31,1,2022-01-20,1,2022-02-14,1,2022-01-21,2022-01-20,0,25,1,11
2602,2022-01-20,3,MLB10604690770,0,,1,2022-02-19,1,2022-01-20,1,2022-01-21,2022-01-20,30,0,1,
9537,2022-01-20,3,MLB10604700020,1,2022-01-21,1,2022-01-20,1,2022-01-20,1,2022-01-21,2022-01-20,0,0,1,1
8582,2022-01-20,3,MLB10604723400,1,2022-01-28,1,2022-01-22,1,2022-01-21,1,2022-01-21,2022-01-20,2,1,1,8
8011,2022-01-20,3,MLB10604727730,1,2022-01-20,1,2022-01-20,0,,1,2022-01-21,2022-01-20,0,,1,0
2726,2022-01-20,3,MLB10604764690,0,,1,2022-01-20,1,2022-01-20,1,2022-01-22,2022-01-20,0,0,2,
5537,2022-01-20,3,MLB10604903980,1,2022-01-28,1,2022-01-20,1,2022-01-22,1,2022-01-21,2022-01-20,0,2,1,8
7471,2022-01-20,3,MLB10605059490,0,,0,,1,2022-01-20,0,,2022-01-20,,0,,
8865,2022-01-20,3,MLB10605080430,0,,1,2022-01-21,0,,1,2022-01-21,2022-01-20,1,,1,
517,2022-01-20,3,MLB10605129560,0,,0,,0,,1,2022-01-21,2022-01-20,,,1,
7862,2022-01-21,3,MLB10605131400,1,2022-02-20,1,2022-01-29,1,2022-01-23,1,2022-01-22,2022-01-21,8,2,1,30
1787,2022-01-20,3,MLB10605194140,0,,1,2022-01-24,1,2022-01-21,1,2022-01-21,2022-01-20,4,1,1,
8493,2022-01-23,3,MLB10605224000,0,,1,2022-01-23,0,,0,,2022-01-23,0,,,
