,first_login_dt,week_year,user_id,habito,habito_dt,activacion,activacion_dt,setup,setup_dt,return,return_dt,min_dt,activacion_dias,setup_dias,return_dias,habito_dias
5561,2022-01-13,2,MLB10001480800,0,,1,2022-01-13,0,,0,,2022-01-13,0,,,
9631,2022-01-06,1,MLB10001530370,0,,1,2022-01-06,0,,1,2022-01-13,2022-01-06,0,,7,
5035,2022-01-05,1,MLB10002487550,1,2022-01-18,1,2022-01-07,1,2022-01-08,1,2022-01-06,2022-01-05,2,3,1,13
8479,2022-01-07,1,MLB10002855700,0,,0,,0,,0,,2022-01-07,,,,
3189,2022-01-15,2,MLB10003112290,0,,0,,0,,0,,2022-01-15,,,,
3103,2022-01-19,3,MLB10003554750,1,2022-02-08,1,2022-01-19,1,2022-01-19,1,2022-01-21,2022-01-19,0,0,2,20
7609,2022-01-21,3,MLB10003698160,0,,0,,1,2022-01-22,1,2022-01-22,2022-01-21,,1,1,
2770,2022-01-02,1,MLB10004252630,0,,1,2022-01-29,1,2022-01-29,1,2022-01-29,2022-01-02,27,27,27,
4929,2022-01-19,3,MLB10004759110,0,,0,,1,2022-01-19,1,2022-01-20,2022-01-19,,0,1,
2343,2022-01-26,4,MLB10005576530,0,,1,2022-01-26,0,,1,2022-02-08,2022-01-26,0,,13,
5950,2022-01-10,2,MLB10006217790,1,2022-01-23,1,2022-01-11,1,2022-01-10,1,2022-01-11,2022-01-10,1,0,1,13
7859,2022-01-20,3,MLB10007151650,0,,0,,0,,1,2022-01-21,2022-01-20,,,1,
857,2022-01-07,1,MLB10010599840,0,,0,,1,2022-01-07,1,2022-01-08,2022-01-07,,0,1,
4609,2022-01-17,3,MLB10011098280,0,,0,,1,2022-01-17,0,,2022-01-17,,0,,
156,2022-01-28,4,MLB10011728560,0,,0,,0,,1,2022-01-31,2022-01-28,,,3,
9319,2022-01-07,1,MLB10012317080,0,,0,,0,,0,,2022-01-07,,,,
4632,2022-01-07,1,MLB10012550470,0,,1,2022-01-21,1,2022-01-07,1,2022-01-17,2022-01-07,14,0,10,
742,2022-01-04,1,MLB10013988190,0,,1,2022-01-05,0,,1,2022-01-05,2022-01-04,1,,1,
7167,2022-01-11,2,MLB10014188850,1,2022-01-16,1,2022-01-11,0,,1,2022-01-16,2022-01-11,0,,5,5
7504,2022-01-07,1,MLB10016801740,0,,1,2022-01-11,0,,1,2022-01-08,2022-01-07,4,,1,
6613,2022-01-19,3,MLB10016913090,0,,1,2022-01-31,1,2022-01-19,1,2022-01-26,2022-01-19,12,0,7,
3668,2022-01-29,4,MLB10017375090,0,,0,,0,,0,,2022-01-29,,,,
7461,2022-01-31,5,MLB10018749190,0,,1,2022-02-07,0,,1,2022-02-05,2022-01-31,7,,5,
3904,2022-01-04,1,MLB10019038820,0,,0,,1,2022-01-10,1,2022-01-05,2022-01-04,,6,1,
9577,2022-01-01,1,MLB10019564580,0,,0,,1,2022-01-01,1,2022-01-11,2022-01-01,,0,10,
1763,2022-01-19,3,MLB10020005920,0,,0,,1,2022-01-19,1,2022-01-22,2022-01-19,,0,3,
3144,2022-01-17,3,MLB10020298070,0,,0,,0,,1,2022-01-18,2022-01-17,,,1,
4010,2022-01-16,2,MLB10022447950,1,2022-01-23,1,2022-01-17,1,2022-01-16,1,2022-01-17,2022-01-16,1,0,1,7
7668,2022-01-05,1,MLB10026907000,0,,0,,0,,0,,2022-01-05,,,,
1586,2022-01-04,1,MLB10029127320,0,,0,,0,,1,2022-01-08,2022-01-04,,,4,
6103,2022-01-20,3,MLB10029630120,0,,1,2022-01-27,1,2022-01-20,1,2022-01-22,2022-01-20,7,0,2,
7791,2022-01-05,1,MLB10030921480,0,,0,,0,,0,,2022-01-05,,,,
7695,2022-01-18,3,MLB10032003530,1,2022-01-18,1,2022-01-18,1,2022-01-18,1,2022-01-20,2022-01-18,0,0,2,0
604,2022-01-22,3,MLB10032033140,0,,1,2022-01-28,1,2022-01-25,1,2022-01-25,2022-01-22,6,3,3,
6733,2022-01-06,1,MLB10033050840,0,,1,2022-01-31,0,,1,2022-01-11,2022-01-06,25,,5,
3898,2022-01-28,4,MLB10033051560,0,,0,,0,,0,,2022-01-28,,,,
2917,2022-01-04,1,MLB10033393180,0,,1,2022-01-28,1,2022-01-22,1,2022-01-05,2022-01-04,24,18,1,
1907,2022-01-31,5,MLB10034178550,1,2022-02-06,1,2022-02-03,1,2022-01-31,1,2022-02-03,2022-01-31,3,0,3,6
8664,2022-01-05,1,MLB10034591010,1,2022-02-01,1,2022-01-06,1,2022-01-06,1,2022-01-06,2022-01-05,1,1,1,27
9176,2022-01-07,1,MLB10034600780,0,,0,,0,,1,2022-01-10,2022-01-07,,,3,
3023,2022-01-16,2,MLB10035243100,0,,0,,1,2022-02-01,1,2022-01-31,2022-01-16,,16,15,
6327,2022-01-22,3,MLB10036121540,0,,1,2022-01-24,1,2022-01-24,1,2022-01-24,2022-01-22,2,2,2,
6704,2022-01-05,1,MLB10037378010,0,,0,,0,,1,2022-01-11,2022-01-05,,,6,
9944,2022-01-31,5,MLB10037398000,0,,1,2022-01-31,1,2022-01-31,1,2022-02-10,2022-01-31,0,0,10,
7586,2022-01-10,2,MLB10037876180,0,,0,,0,,1,2022-01-15,2022-01-10,,,5,
7224,2022-01-20,3,MLB10037987570,0,,0,,1,2022-01-20,1,2022-01-21,2022-01-20,,0,1,
1484,2022-01-19,3,MLB10039103830,1,2022-01-23,1,2022-01-23,1,2022-02-02,1,2022-01-20,2022-01-19,4,14,1,4
7717,2022-01-26,4,MLB10039161340,1,2022-02-03,1,2022-01-26,0,,1,2022-01-27,2022-01-26,0,,1,8
5064,2022-01-11,2,MLB10040158310,0,,0,,0,,0,,2022-01-11,,,,
397,2022-01-21,3,MLB10040275730,0,,0,,1,2022-01-22,1,2022-01-22,2022-01-21,,1,1,
3530,2022-01-26,4,MLB10040696030,0,,1,2022-01-27,1,2022-01-26,1,2022-01-27,2022-01-26,1,0,1,
6451,2022-01-12,2,MLB10041123240,0,,0,,1,2022-01-13,1,2022-01-13,2022-01-12,,1,1,
318,2022-01-05,1,MLB10041231840,0,,0,,0,,0,,2022-01-05,,,,
6561,2022-01-15,2,MLB10041384070,0,,0,,0,,0,,2022-01-15,,,,
2667,2022-01-04,1,MLB10041589480,0,,0,,0,,1,2022-01-05,2022-01-04,,,1,
5585,2022-01-09,1,MLB10043501940,0,,0,,0,,0,,2022-01-09,,,,
2000,2022-01-12,2,MLB10044487380,1,2022-01-24,1,2022-01-13,1,2022-01-13,1,2022-01-13,2022-01-12,1,1,1,12
6136,2022-01-30,4,MLB10046376300,0,,1,2022-02-05,1,2022-01-30,1,2022-02-05,2022-01-30,6,0,6,
2038,2022-01-14,2,MLB10047166960,0,,0,,0,,1,2022-01-15,2022-01-14,,,1,
5619,2022-01-05,1,MLB10047346770,0,,0,,0,,0,,2022-01-05,,,,
2538,2022-01-04,1,MLB10048088560,0,,0,,0,,0,,2022-01-04,,,,
5503,2022-01-19,3,MLB10051190430,0,,0,,0,,0,,2022-01-19,,,,
5446,2022-01-15,2,MLB10052141740,0,,0,,0,,1,2022-01-16,2022-01-15,,,1,
6752,2022-01-19,3,MLB10054157070,0,,0,,1,2022-01-19,1,2022-01-20,2022-01-19,,0,1,
9223,2022-01-12,2,MLB10054909210,1,2022-01-15,1,2022-01-12,0,,1,2022-01-13,2022-01-12,0,,1,3
774,2022-01-18,3,MLB10057952170,0,,0,,0,,1,2022-01-19,2022-01-18,,,1,
6349,2022-01-06,1,MLB10058048790,1,2022-01-31,1,2022-01-17,1,2022-01-07,1,2022-01-07,2022-01-06,11,1,1,25
3480,2022-01-12,2,MLB10058553410,0,,0,,0,,1,2022-01-13,2022-01-12,,,1,
2733,2022-01-21,3,MLB10059376640,0,,1,2022-01-21,0,,1,2022-01-25,2022-01-21,0,,4,
6332,2022-01-12,2,MLB10059935050,0,,0,,0,,1,2022-01-13,2022-01-12,,,1,
4177,2022-01-05,1,MLB10060064910,0,,1,2022-01-05,0,,0,,2022-01-05,0,,,
2872,2022-01-13,2,MLB10060212780,0,,0,,1,2022-01-13,0,,2022-01-13,,0,,
8555,2022-01-18,3,MLB10060519260,0,,1,2022-01-19,0,,1,2022-01-19,2022-01-18,1,,1,
6172,2022-01-28,4,MLB10060937990,0,,1,2022-02-11,0,,1,2022-01-29,2022-01-28,14,,1,
3182,2022-01-23,3,MLB10061258490,0,,0,,0,,0,,2022-01-23,,,,
6882,2022-01-12,2,MLB10061449380,0,,0,,0,,0,,2022-01-12,,,,
719,2022-01-16,2,MLB10061623010,0,,1,2022-01-16,1,2022-01-16,0,,2022-01-16,0,0,,
5185,2022-01-25,4,MLB10063000160,1,2022-01-29,1,2022-01-25,1,2022-01-25,1,2022-01-26,2022-01-25,0,0,1,4
4029,2022-01-28,4,MLB10063135050,1,2022-02-18,1,2022-01-28,0,,1,2022-01-29,2022-01-28,0,,1,21
7198,2022-01-14,2,MLB10063825850,0,,0,,0,,1,2022-01-20,2022-01-14,,,6,
4530,2022-01-23,3,MLB10064609320,0,,0,,0,,0,,2022-01-23,,,,
5717,2022-01-01,1,MLB10064714530,0,,0,,1,2022-01-01,1,2022-01-25,2022-01-01,,0,24,
583,2022-01-15,2,MLB10066768030,0,,1,2022-02-07,1,2022-02-02,1,2022-01-16,2022-01-15,23,18,1,
9660,2022-01-31,5,MLB10068359330,0,,0,,0,,0,,2022-01-31,,,,
3080,2022-01-08,1,MLB10068447210,0,,1,2022-01-08,0,,0,,2022-01-08,0,,,
1576,2022-01-15,2,MLB10069379350,0,,0,,0,,1,2022-01-16,2022-01-15,,,1,
9170,2022-01-03,1,MLB10069422930,0,,0,,0,,0,,2022-01-03,,,,
9124,2022-01-29,4,MLB10069544050,0,,1,2022-01-29,1,2022-01-29,0,,2022-01-29,0,0,,
9627,2022-01-06,1,MLB10071619190,0,,0,,0,,1,2022-01-07,2022-01-06,,,1,
3170,2022-01-01,1,MLB10074070400,0,,0,,0,,0,,2022-01-01,,,,
6192,2022-01-08,1,MLB10074774490,1,2022-02-01,1,2022-01-08,1,2022-01-08,1,2022-01-10,2022-01-08,0,0,2,24
1651,2022-01-26,4,MLB10076595650,0,,1,2022-01-27,1,2022-01-27,1,2022-01-27,2022-01-26,1,1,1,
9750,2022-01-04,1,MLB10078742550,0,,0,,0,,1,2022-01-05,2022-01-04,,,1,
9906,2022-01-25,4,MLB10079067530,0,,0,,0,,0,,2022-01-25,,,,
6309,2022-01-28,4,MLB10079378710,0,,0,,0,,0,,2022-01-28,,,,
11308,2022-01-25,4,MLB10079554310,0,,1,2022-01-25,1,2022-01-25,1,2022-01-26,2022-01-25,0,0,1,
9373,2022-01-11,2,MLB10082697170,0,,0,,0,,0,,2022-01-11,,,,
3614,2022-01-04,1,MLB10083453900,0,,0,,1,2022-01-04,1,2022-01-19,2022-01-04,,0,15,
6998,2022-01-16,2,MLB10084114100,0,,1,2022-01-16,1,2022-01-18,1,2022-01-18,2022-01-16,0,2,2,
5430,2022-01-09,1,MLB10084435130,0,,0,,0,,1,2022-01-11,2022-01-09,,,2,
2923,2022-01-05,1,MLB10085506550,0,,0,,0,,0,,2022-01-05,,,,
6986,2022-01-03,1,MLB10085987550,0,,0,,0,,0,,2022-01-03,,,,
5564,2022-01-03,1,MLB10086396820,1,2022-02-02,1,2022-01-28,1,2022-01-03,1,2022-01-07,2022-01-03,25,0,4,30
665,2022-01-31,5,MLB10087755050,0,,1,2022-02-02,0,,1,2022-02-01,2022-01-31,2,,1,
8217,2022-01-23,3,MLB10087877450,0,,0,,0,,1,2022-01-24,2022-01-23,,,1,
4404,2022-01-02,1,MLB10088145650,0,,1,2022-01-02,0,,1,2022-01-10,2022-01-02,0,,8,
789,2022-01-29,4,MLB10089608600,0,,0,,0,,1,2022-01-30,2022-01-29,,,1,
5182,2022-01-08,1,MLB10090313440,0,,0,,0,,0,,2022-01-08,,,,
9634,2022-01-11,2,MLB10090493670,0,,0,,0,,0,,2022-01-11,,,,
3207,2022-01-05,1,MLB10091902750,0,,1,2022-01-15,1,2022-01-05,1,2022-01-14,2022-01-05,10,0,9,
9143,2022-01-26,4,MLB10092246500,0,,0,,0,,1,2022-02-10,2022-01-26,,,15,
7273,2022-01-28,4,MLB10093627290,1,2022-02-03,1,2022-01-28,1,2022-01-28,1,2022-01-29,2022-01-28,0,0,1,6
666,2022-01-31,5,MLB10093831730,0,,1,2022-02-10,1,2022-01-31,1,2022-02-01,2022-01-31,10,0,1,
1633,2022-01-29,4,MLB10094198660,0,,0,,0,,0,,2022-01-29,,,,
5536,2022-01-26,4,MLB10095649450,0,,0,,0,,1,2022-01-27,2022-01-26,,,1,
4251,2022-01-27,4,MLB10096220520,0,,1,2022-01-27,0,,1,2022-01-29,2022-01-27,0,,2,
6370,2022-01-10,2,MLB10096281540,0,,0,,0,,0,,2022-01-10,,,,
734,2022-01-28,4,MLB10097819110,0,,0,,1,2022-02-06,1,2022-02-06,2022-01-28,,9,9,
5418,2022-01-07,1,MLB10097958210,0,,0,,0,,1,2022-01-08,2022-01-07,,,1,
3317,2022-01-30,4,MLB10098871410,1,2022-02-23,1,2022-02-05,1,2022-02-03,1,2022-01-31,2022-01-30,6,4,1,24
9566,2022-01-03,1,MLB10099466050,0,,0,,0,,0,,2022-01-03,,,,
6619,2022-01-14,2,MLB10099922620,1,2022-01-26,1,2022-01-21,1,2022-01-21,1,2022-01-15,2022-01-14,7,7,1,12
9700,2022-01-03,1,MLB10100946720,0,,0,,0,,1,2022-01-04,2022-01-03,,,1,
6024,2022-01-04,1,MLB10102289880,0,,0,,0,,1,2022-01-18,2022-01-04,,,14,
7281,2022-01-05,1,MLB10104145250,1,2022-01-15,1,2022-01-05,1,2022-01-05,1,2022-01-06,2022-01-05,0,0,1,10
6654,2022-01-27,4,MLB10105197420,0,,0,,0,,1,2022-02-07,2022-01-27,,,11,
7616,2022-01-27,4,MLB10105600350,0,,0,,0,,0,,2022-01-27,,,,
1913,2022-01-26,4,MLB10106290700,0,,0,,1,2022-01-26,1,2022-02-03,2022-01-26,,0,8,
7590,2022-01-31,5,MLB10106355450,0,,1,2022-02-07,0,,1,2022-02-01,2022-01-31,7,,1,
9385,2022-01-19,3,MLB10107617870,1,2022-01-20,1,2022-01-19,1,2022-01-19,1,2022-01-20,2022-01-19,0,0,1,1
9556,2022-01-13,2,MLB10107902150,0,,0,,0,,0,,2022-01-13,,,,
3433,2022-01-30,4,MLB10112149590,0,,1,2022-01-30,1,2022-01-30,1,2022-02-16,2022-01-30,0,0,17,
4694,2022-01-25,4,MLB10112615760,0,,0,,0,,1,2022-01-26,2022-01-25,,,1,
7455,2022-01-10,2,MLB10114102490,0,,0,,0,,1,2022-01-16,2022-01-10,,,6,
8482,2022-01-07,1,MLB10115501780,0,,1,2022-01-07,1,2022-01-07,1,2022-01-08,2022-01-07,0,0,1,
9726,2022-01-02,1,MLB10115929360,0,,0,,0,,1,2022-01-04,2022-01-02,,,2,
7738,2022-01-13,2,MLB10116845390,0,,1,2022-01-19,1,2022-01-14,1,2022-01-15,2022-01-13,6,1,2,
7400,2022-01-28,4,MLB10117114110,0,,0,,0,,1,2022-01-30,2022-01-28,,,2,
744,2022-01-05,1,MLB10117956590,0,,0,,0,,1,2022-01-06,2022-01-05,,,1,
11462,2022-01-08,1,MLB10118139040,1,2022-01-10,1,2022-01-08,1,2022-01-12,1,2022-01-09,2022-01-08,0,4,1,2
5406,2022-01-13,2,MLB10120691220,0,,1,2022-02-01,0,,1,2022-01-30,2022-01-13,19,,17,
5053,2022-01-25,4,MLB10120740300,0,,0,,0,,0,,2022-01-25,,,,
2180,2022-01-18,3,MLB10120963670,0,,0,,0,,1,2022-01-19,2022-01-18,,,1,
7716,2022-01-31,5,MLB10121719530,0,,0,,0,,0,,2022-01-31,,,,
4285,2022-01-15,2,MLB10121998150,0,,1,2022-01-15,0,,1,2022-01-16,2022-01-15,0,,1,
6784,2022-01-26,4,MLB10122041710,0,,1,2022-02-08,0,,1,2022-01-27,2022-01-26,13,,1,
8062,2022-01-09,1,MLB10123093760,0,,0,,0,,0,,2022-01-09,,,,
8175,2022-01-17,3,MLB10124059170,0,,1,2022-01-17,1,2022-01-17,1,2022-01-18,2022-01-17,0,0,1,
2619,2022-01-13,2,MLB10126452430,0,,0,,0,,1,2022-01-16,2022-01-13,,,3,
819,2022-01-21,3,MLB10126822100,0,,0,,0,,1,2022-02-09,2022-01-21,,,19,
9215,2022-01-05,1,MLB10127375520,0,,0,,0,,0,,2022-01-05,,,,
929,2022-01-14,2,MLB10127593650,0,,0,,0,,0,,2022-01-14,,,,
4596,2022-01-10,2,MLB10128371120,0,,1,2022-01-16,1,2022-01-14,1,2022-01-14,2022-01-10,6,4,4,
2722,2022-01-31,5,MLB10128431230,0,,1,2022-02-04,1,2022-01-31,1,2022-02-01,2022-01-31,4,0,1,
853,2022-01-07,1,MLB10128545710,0,,0,,0,,1,2022-01-10,2022-01-07,,,3,
7971,2022-01-11,2,MLB10129404190,0,,0,,0,,1,2022-01-13,2022-01-11,,,2,
3214,2022-01-22,3,MLB10131371490,0,,0,,1,2022-01-22,1,2022-01-23,2022-01-22,,0,1,
2196,2022-01-31,5,MLB10131518170,0,,0,,0,,0,,2022-01-31,,,,
6860,2022-01-04,1,MLB1013166240,0,,0,,0,,1,2022-01-07,2022-01-04,,,3,
7456,2022-01-10,2,MLB10131979400,0,,1,2022-01-16,1,2022-01-16,1,2022-01-16,2022-01-10,6,6,6,
9224,2022-01-12,2,MLB10134090690,0,,0,,0,,1,2022-02-03,2022-01-12,,,22,
1862,2022-01-22,3,MLB10134103850,0,,0,,0,,1,2022-01-23,2022-01-22,,,1,
4969,2022-01-21,3,MLB10134372540,0,,0,,0,,0,,2022-01-21,,,,
3490,2022-01-06,1,MLB10135756100,0,,0,,1,2022-01-18,1,2022-01-14,2022-01-06,,12,8,
1970,2022-01-02,1,MLB10135964620,0,,0,,0,,0,,2022-01-02,,,,
11371,2022-01-17,3,MLB10136578760,1,2022-02-01,1,2022-01-17,1,2022-01-17,1,2022-01-21,2022-01-17,0,0,4,15
4314,2022-01-25,4,MLB10137101080,0,,1,2022-01-27,0,,1,2022-01-26,2022-01-25,2,,1,
1685,2022-01-30,4,MLB10137308530,0,,0,,0,,0,,2022-01-30,,,,
2986,2022-01-20,3,MLB10138201290,0,,0,,1,2022-02-09,1,2022-02-09,2022-01-20,,20,20,
4150,2022-01-23,3,MLB10138407240,0,,0,,1,2022-01-23,1,2022-02-10,2022-01-23,,0,18,
9190,2022-01-23,3,MLB10139918180,0,,0,,0,,0,,2022-01-23,,,,
4039,2022-01-05,1,MLB10143080220,0,,0,,0,,1,2022-01-10,2022-01-05,,,5,
8577,2022-01-31,5,MLB10146541320,0,,0,,1,2022-01-31,1,2022-02-01,2022-01-31,,0,1,
6691,2022-01-15,2,MLB10146561050,0,,0,,0,,0,,2022-01-15,,,,
807,2022-01-26,4,MLB10147836010,1,2022-02-20,1,2022-01-27,1,2022-01-27,1,2022-01-27,2022-01-26,1,1,1,25
2772,2022-01-02,1,MLB10151410630,0,,0,,0,,1,2022-01-03,2022-01-02,,,1,
2370,2022-01-13,2,MLB10151558650,0,,0,,0,,0,,2022-01-13,,,,
4421,2022-01-04,1,MLB10152192420,0,,0,,0,,1,2022-01-05,2022-01-04,,,1,
1083,2022-01-31,5,MLB10152253800,0,,0,,0,,0,,2022-01-31,,,,
4470,2022-01-31,5,MLB10154288370,0,,1,2022-01-31,1,2022-02-01,1,2022-02-01,2022-01-31,0,1,1,
692,2022-01-27,4,MLB10155171660,0,,0,,0,,0,,2022-01-27,,,,
1307,2022-01-25,4,MLB10155299870,0,,0,,1,2022-01-25,0,,2022-01-25,,0,,
3463,2022-01-28,4,MLB10155643930,0,,0,,0,,0,,2022-01-28,,,,
5239,2022-01-10,2,MLB10155789650,0,,0,,0,,0,,2022-01-10,,,,
6605,2022-01-18,3,MLB10155926700,0,,0,,0,,0,,2022-01-18,,,,
5937,2022-01-19,3,MLB10156336020,0,,0,,0,,0,,2022-01-19,,,,
5913,2022-01-08,1,MLB10156939050,0,,1,2022-01-08,0,,0,,2022-01-08,0,,,
254,2022-01-27,4,MLB10157420310,0,,0,,0,,0,,2022-01-27,,,,
8888,2022-01-13,2,MLB10157825820,0,,0,,1,2022-02-03,1,2022-02-03,2022-01-13,,21,21,
205,2022-01-29,4,MLB10157840830,0,,0,,1,2022-01-29,0,,2022-01-29,,0,,
1589,2022-01-22,3,MLB10158144800,0,,0,,1,2022-01-22,1,2022-01-25,2022-01-22,,0,3,
1120,2022-01-03,1,MLB10159782170,0,,1,2022-01-04,1,2022-01-03,1,2022-01-04,2022-01-03,1,0,1,
2668,2022-01-04,1,MLB10160758620,1,2022-01-21,1,2022-01-05,1,2022-01-04,1,2022-01-05,2022-01-04,1,0,1,17
4440,2022-01-25,4,MLB10160974560,0,,0,,0,,0,,2022-01-25,,,,
308,2022-01-28,4,MLB101614010,0,,1,2022-01-29,0,,1,2022-01-29,2022-01-28,1,,1,
3552,2022-01-13,2,MLB10161446870,0,,0,,0,,1,2022-01-15,2022-01-13,,,2,
5320,2022-01-28,4,MLB10161755300,0,,0,,1,2022-01-28,0,,2022-01-28,,0,,
7464,2022-01-26,4,MLB10161866230,0,,0,,0,,0,,2022-01-26,,,,
9068,2022-01-04,1,MLB10163351810,0,,0,,0,,0,,2022-01-04,,,,
4525,2022-01-23,3,MLB10163421540,0,,0,,0,,1,2022-01-24,2022-01-23,,,1,
7236,2022-01-27,4,MLB10163822620,0,,0,,0,,0,,2022-01-27,,,,
9062,2022-01-28,4,MLB10164064030,0,,0,,1,2022-01-28,0,,2022-01-28,,0,,
4082,2022-01-10,2,MLB10165659840,0,,0,,0,,0,,2022-01-10,,,,
2484,2022-01-17,3,MLB10166564270,0,,0,,0,,0,,2022-01-17,,,,
4854,2022-01-13,2,MLB10166597450,0,,0,,0,,1,2022-01-14,2022-01-13,,,1,
6266,2022-01-27,4,MLB10168364910,0,,0,,0,,1,2022-02-05,2022-01-27,,,9,
13,2022-01-09,1,MLB10169329180,0,,0,,0,,0,,2022-01-09,,,,
144,2022-01-02,1,MLB10169682570,0,,0,,0,,0,,2022-01-02,,,,
2500,2022-01-07,1,MLB10169807770,0,,0,,1,2022-01-07,1,2022-01-08,2022-01-07,,0,1,
3120,2022-01-10,2,MLB10171354350,0,,1,2022-02-05,1,2022-02-05,1,2022-01-11,2022-01-10,26,26,1,
5259,2022-01-20,3,MLB10172175630,0,,1,2022-01-20,0,,1,2022-01-21,2022-01-20,0,,1,
9332,2022-01-24,4,MLB10172433220,0,,0,,0,,0,,2022-01-24,,,,
5413,2022-01-03,1,MLB10172581130,0,,0,,0,,1,2022-01-11,2022-01-03,,,8,
5381,2022-01-14,2,MLB10173523250,0,,1,2022-01-14,1,2022-01-29,1,2022-01-15,2022-01-14,0,15,1,
1678,2022-01-03,1,MLB10175713130,0,,1,2022-01-04,1,2022-01-03,1,2022-01-04,2022-01-03,1,0,1,
1645,2022-01-31,5,MLB10176352970,0,,1,2022-02-11,1,2022-02-02,1,2022-02-02,2022-01-31,11,2,2,
9676,2022-01-20,3,MLB10176461700,1,2022-01-20,1,2022-01-20,1,2022-01-30,1,2022-01-21,2022-01-20,0,10,1,0
2633,2022-01-30,4,MLB10176842010,1,2022-02-18,1,2022-02-17,1,2022-01-30,1,2022-02-17,2022-01-30,18,0,18,19
7960,2022-01-25,4,MLB10176968660,1,2022-02-23,1,2022-01-28,1,2022-01-25,1,2022-01-27,2022-01-25,3,0,2,29
8105,2022-01-12,2,MLB10177722720,0,,1,2022-01-12,1,2022-01-15,1,2022-01-13,2022-01-12,0,3,1,
216,2022-01-10,2,MLB1017872460,0,,0,,0,,0,,2022-01-10,,,,
2449,2022-01-19,3,MLB10179219590,0,,0,,1,2022-02-08,1,2022-01-21,2022-01-19,,20,2,
2024,2022-01-18,3,MLB10180247550,0,,1,2022-01-18,1,2022-02-03,1,2022-01-19,2022-01-18,0,16,1,
2561,2022-01-11,2,MLB10180649560,0,,1,2022-01-11,1,2022-01-11,1,2022-01-14,2022-01-11,0,0,3,
3171,2022-01-01,1,MLB10181873060,0,,1,2022-01-04,0,,1,2022-01-04,2022-01-01,3,,3,
2719,2022-01-31,5,MLB10182735170,0,,0,,1,2022-01-31,0,,2022-01-31,,0,,
5130,2022-01-30,4,MLB10182819190,0,,0,,1,2022-02-01,1,2022-01-31,2022-01-30,,2,1,
2359,2022-01-17,3,MLB10183516380,0,,1,2022-01-17,0,,1,2022-01-18,2022-01-17,0,,1,
5467,2022-01-22,3,MLB10183889750,0,,0,,0,,0,,2022-01-22,,,,
5203,2022-01-11,2,MLB10185135930,0,,0,,1,2022-01-11,1,2022-01-23,2022-01-11,,0,12,
3074,2022-01-12,2,MLB10186511380,0,,1,2022-01-12,0,,0,,2022-01-12,0,,,
2810,2022-01-06,1,MLB10186697780,0,,1,2022-01-21,1,2022-01-06,1,2022-01-09,2022-01-06,15,0,3,
5566,2022-01-30,4,MLB10187020580,1,2022-02-17,1,2022-02-02,1,2022-02-01,1,2022-02-01,2022-01-30,3,2,2,18
2227,2022-01-03,1,MLB10187134370,0,,0,,0,,0,,2022-01-03,,,,
7612,2022-01-17,3,MLB10187247500,0,,0,,1,2022-01-17,1,2022-01-18,2022-01-17,,0,1,
5642,2022-01-11,2,MLB10188301750,0,,1,2022-01-11,0,,0,,2022-01-11,0,,,
11464,2022-01-08,1,MLB10188914410,0,,1,2022-01-08,1,2022-01-08,0,,2022-01-08,0,0,,
989,2022-01-07,1,MLB10189039760,0,,1,2022-01-07,0,,0,,2022-01-07,0,,,
2795,2022-01-05,1,MLB10189182050,0,,0,,0,,0,,2022-01-05,,,,
8020,2022-01-17,3,MLB10189725480,0,,0,,0,,1,2022-01-19,2022-01-17,,,2,
11476,2022-01-06,1,MLB1019240360,0,,0,,0,,1,2022-01-07,2022-01-06,,,1,
5870,2022-01-07,1,MLB10195103070,0,,1,2022-01-10,0,,1,2022-01-10,2022-01-07,3,,3,
32,2022-01-28,4,MLB10197539290,0,,1,2022-01-28,0,,1,2022-01-29,2022-01-28,0,,1,
5902,2022-01-05,1,MLB10199505090,0,,0,,0,,1,2022-01-06,2022-01-05,,,1,
4320,2022-01-06,1,MLB10200161930,0,,1,2022-01-08,1,2022-01-08,1,2022-01-07,2022-01-06,2,2,1,
245,2022-01-17,3,MLB10200304830,0,,0,,0,,1,2022-01-20,2022-01-17,,,3,
4471,2022-01-31,5,MLB10200480050,1,2022-02-12,1,2022-01-31,1,2022-02-05,1,2022-02-01,2022-01-31,0,5,1,12
8773,2022-01-15,2,MLB10201295570,0,,0,,0,,1,2022-01-18,2022-01-15,,,3,
7309,2022-01-18,3,MLB10201343470,0,,0,,0,,0,,2022-01-18,,,,
3179,2022-01-09,1,MLB10201688980,0,,1,2022-01-09,1,2022-01-09,1,2022-01-10,2022-01-09,0,0,1,
7583,2022-01-10,2,MLB10203003600,0,,0,,0,,0,,2022-01-10,,,,
9964,2022-01-21,3,MLB10203713030,0,,0,,0,,1,2022-01-22,2022-01-21,,,1,
8713,2022-01-10,2,MLB10203878790,0,,0,,0,,1,2022-02-01,2022-01-10,,,22,
7429,2022-01-06,1,MLB10204212090,0,,0,,1,2022-01-06,1,2022-01-08,2022-01-06,,0,2,
8104,2022-01-12,2,MLB10204213080,0,,1,2022-02-09,1,2022-01-16,1,2022-01-16,2022-01-12,28,4,4,
9746,2022-01-04,1,MLB10204743810,0,,0,,0,,1,2022-01-07,2022-01-04,,,3,
870,2022-01-02,1,MLB10205330280,0,,0,,1,2022-01-02,1,2022-01-04,2022-01-02,,0,2,
